stadium no,total runs,batsman runs,batsman avg,batsman strike rate,batsman 4s,batsman 6s,bowler maidens,bowler runs conceded,bowler wickets,bowler average,bowler economy,bowler strike rate
30.0,8.0,406.0,33.83,184.54,46.0,21.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,12.0,406.0,33.83,184.54,46.0,21.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,13.0,534.0,41.07,140.89,68.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,17.0,534.0,41.07,140.89,68.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,18.0,406.0,33.83,184.54,46.0,21.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,18.0,534.0,41.07,140.89,68.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,19.0,406.0,33.83,184.54,46.0,21.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,21.0,406.0,33.83,184.54,46.0,21.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,25.0,406.0,33.83,184.54,46.0,21.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,26.0,534.0,41.07,140.89,68.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,26.0,534.0,41.07,140.89,68.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,30.0,406.0,33.83,184.54,46.0,21.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,30.0,406.0,33.83,184.54,46.0,21.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,31.0,534.0,41.07,140.89,68.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,31.0,340.0,37.77,115.25,35.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,31.0,340.0,37.77,115.25,35.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,32.0,406.0,33.83,184.54,46.0,21.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,32.0,340.0,37.77,115.25,35.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,32.0,340.0,37.77,115.25,35.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,32.0,340.0,37.77,115.25,35.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,33.0,406.0,33.83,184.54,46.0,21.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,37.0,406.0,33.83,184.54,46.0,21.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,37.0,406.0,33.83,184.54,46.0,21.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,37.0,340.0,37.77,115.25,35.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,38.0,340.0,37.77,115.25,35.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,38.0,340.0,37.77,115.25,35.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,39.0,406.0,33.83,184.54,46.0,21.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,40.0,340.0,37.77,115.25,35.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,44.0,340.0,37.77,115.25,35.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,44.0,340.0,37.77,115.25,35.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
19.0,0.0,302.0,27.45,101.68,42.0,3.0,1.0,301.0,11.0,27.36,6.54,25.0
19.0,1.0,302.0,27.45,101.68,42.0,3.0,1.0,301.0,11.0,27.36,6.54,25.0
19.0,1.0,302.0,27.45,101.68,42.0,3.0,1.0,301.0,11.0,27.36,6.54,25.0
19.0,1.0,302.0,27.45,101.68,42.0,3.0,1.0,301.0,11.0,27.36,6.54,25.0
19.0,1.0,302.0,27.45,101.68,42.0,3.0,1.0,301.0,11.0,27.36,6.54,25.0
19.0,5.0,302.0,27.45,101.68,42.0,3.0,1.0,301.0,11.0,27.36,6.54,25.0
19.0,5.0,302.0,27.45,101.68,42.0,3.0,1.0,301.0,11.0,27.36,6.54,25.0
19.0,7.0,189.0,63.0,144.27,24.0,6.0,0.0,348.0,12.0,29.0,7.76,22.4
19.0,7.0,189.0,63.0,144.27,24.0,6.0,0.0,348.0,12.0,29.0,7.76,22.4
19.0,8.0,302.0,27.45,101.68,42.0,3.0,0.0,348.0,12.0,29.0,7.76,22.4
19.0,8.0,302.0,27.45,101.68,42.0,3.0,0.0,348.0,12.0,29.0,7.76,22.4
19.0,12.0,302.0,27.45,101.68,42.0,3.0,0.0,348.0,12.0,29.0,7.76,22.4
19.0,12.0,302.0,27.45,101.68,42.0,3.0,0.0,348.0,12.0,29.0,7.76,22.4
19.0,16.0,189.0,63.0,144.27,24.0,6.0,1.0,301.0,11.0,27.36,6.54,25.0
19.0,16.0,189.0,63.0,144.27,24.0,6.0,1.0,301.0,11.0,27.36,6.54,25.0
19.0,20.0,189.0,63.0,144.27,24.0,6.0,1.0,301.0,11.0,27.36,6.54,25.0
19.0,26.0,189.0,63.0,144.27,24.0,6.0,1.0,301.0,11.0,27.36,6.54,25.0
19.0,26.0,189.0,63.0,144.27,24.0,6.0,1.0,301.0,11.0,27.36,6.54,25.0
19.0,30.0,189.0,63.0,144.27,24.0,6.0,1.0,301.0,11.0,27.36,6.54,25.0
19.0,34.0,302.0,27.45,101.68,42.0,3.0,0.0,348.0,12.0,29.0,7.76,22.4
19.0,34.0,168.0,84.0,168.0,12.0,11.0,0.0,348.0,12.0,29.0,7.76,22.4
19.0,34.0,168.0,84.0,168.0,12.0,11.0,0.0,348.0,12.0,29.0,7.76,22.4
19.0,34.0,168.0,84.0,168.0,12.0,11.0,0.0,348.0,12.0,29.0,7.76,22.4
19.0,34.0,168.0,84.0,168.0,12.0,11.0,0.0,348.0,12.0,29.0,7.76,22.4
19.0,34.0,168.0,84.0,168.0,12.0,11.0,0.0,348.0,12.0,29.0,7.76,22.4
19.0,35.0,168.0,84.0,168.0,12.0,11.0,0.0,236.0,11.0,21.45,8.0,16.0
19.0,35.0,168.0,84.0,168.0,12.0,11.0,0.0,236.0,11.0,21.45,8.0,16.0
19.0,35.0,168.0,84.0,168.0,12.0,11.0,0.0,236.0,11.0,21.45,8.0,16.0
19.0,39.0,168.0,84.0,168.0,12.0,11.0,0.0,236.0,11.0,21.45,8.0,16.0
19.0,39.0,421.0,38.27,142.71,35.0,18.0,0.0,236.0,11.0,21.45,8.0,16.0
19.0,39.0,421.0,38.27,142.71,35.0,18.0,0.0,236.0,11.0,21.45,8.0,16.0
19.0,40.0,421.0,38.27,142.71,35.0,18.0,0.0,348.0,12.0,29.0,7.76,22.4
19.0,41.0,189.0,63.0,144.27,24.0,6.0,0.0,348.0,12.0,29.0,7.76,22.4
19.0,42.0,189.0,63.0,144.27,24.0,6.0,0.0,348.0,12.0,29.0,7.76,22.4
19.0,46.0,189.0,63.0,144.27,24.0,6.0,0.0,348.0,12.0,29.0,7.76,22.4
19.0,50.0,189.0,63.0,144.27,24.0,6.0,0.0,348.0,12.0,29.0,7.76,22.4
19.0,51.0,421.0,38.27,142.71,35.0,18.0,0.0,348.0,12.0,29.0,7.76,22.4
19.0,52.0,421.0,38.27,142.71,35.0,18.0,0.0,348.0,12.0,29.0,7.76,22.4
19.0,53.0,189.0,63.0,144.27,24.0,6.0,0.0,348.0,12.0,29.0,7.76,22.4
19.0,0.0,34.0,8.5,106.25,6.0,1.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,0.0,34.0,8.5,106.25,6.0,1.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,1.0,34.0,8.5,106.25,6.0,1.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,2.0,514.0,42.83,166.34,57.0,31.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,6.0,514.0,42.83,166.34,57.0,31.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,7.0,514.0,42.83,166.34,57.0,31.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,8.0,34.0,8.5,106.25,6.0,1.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,9.0,514.0,42.83,166.34,57.0,31.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,9.0,320.0,35.55,114.69,34.0,9.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,13.0,320.0,35.55,114.69,34.0,9.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,13.0,320.0,35.55,114.69,34.0,9.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,13.0,320.0,35.55,114.69,34.0,9.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,13.0,320.0,35.55,114.69,34.0,9.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,13.0,320.0,35.55,114.69,34.0,9.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,13.0,514.0,42.83,166.34,57.0,31.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,14.0,320.0,35.55,114.69,34.0,9.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,15.0,514.0,42.83,166.34,57.0,31.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,19.0,514.0,42.83,166.34,57.0,31.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,23.0,514.0,42.83,166.34,57.0,31.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,25.0,514.0,42.83,166.34,57.0,31.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,25.0,320.0,35.55,114.69,34.0,9.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,26.0,514.0,42.83,166.34,57.0,31.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,26.0,514.0,42.83,166.34,57.0,31.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,30.0,514.0,42.83,166.34,57.0,31.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,30.0,320.0,35.55,114.69,34.0,9.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,30.0,320.0,35.55,114.69,34.0,9.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,31.0,320.0,35.55,114.69,34.0,9.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,35.0,320.0,35.55,114.69,34.0,9.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,35.0,320.0,35.55,114.69,34.0,9.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,39.0,320.0,35.55,114.69,34.0,9.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,45.0,320.0,35.55,114.69,34.0,9.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,49.0,320.0,35.55,114.69,34.0,9.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,50.0,320.0,35.55,114.69,34.0,9.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,50.0,320.0,35.55,114.69,34.0,9.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,50.0,320.0,35.55,114.69,34.0,9.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,50.0,320.0,35.55,114.69,34.0,9.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,51.0,147.0,18.37,132.43,12.0,8.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,51.0,147.0,18.37,132.43,12.0,8.0,3.0,443.0,17.0,26.05,7.38,21.1
30.0,0.0,436.0,33.53,137.1,51.0,19.0,1.0,420.0,14.0,30.0,7.63,23.5
30.0,0.0,436.0,33.53,137.1,51.0,19.0,1.0,420.0,14.0,30.0,7.63,23.5
30.0,4.0,436.0,33.53,137.1,51.0,19.0,1.0,420.0,14.0,30.0,7.63,23.5
30.0,4.0,436.0,33.53,137.1,51.0,19.0,1.0,420.0,14.0,30.0,7.63,23.5
30.0,4.0,436.0,33.53,137.1,51.0,19.0,1.0,420.0,14.0,30.0,7.63,23.5
30.0,8.0,436.0,33.53,137.1,51.0,19.0,1.0,420.0,14.0,30.0,7.63,23.5
30.0,12.0,155.0,31.0,117.42,22.0,1.0,0.0,383.0,17.0,22.52,7.07,19.1
30.0,13.0,436.0,33.53,137.1,51.0,19.0,0.0,383.0,17.0,22.52,7.07,19.1
30.0,14.0,155.0,31.0,117.42,22.0,1.0,0.0,383.0,17.0,22.52,7.07,19.1
30.0,18.0,155.0,31.0,117.42,22.0,1.0,0.0,383.0,17.0,22.52,7.07,19.1
30.0,18.0,155.0,31.0,117.42,22.0,1.0,0.0,383.0,17.0,22.52,7.07,19.1
30.0,18.0,155.0,31.0,117.42,22.0,1.0,0.0,383.0,17.0,22.52,7.07,19.1
30.0,22.0,436.0,33.53,137.1,51.0,19.0,0.0,230.0,8.0,28.75,8.16,21.1
30.0,22.0,436.0,33.53,137.1,51.0,19.0,0.0,230.0,8.0,28.75,8.16,21.1
30.0,22.0,81.0,10.12,176.08,7.0,6.0,0.0,230.0,8.0,28.75,8.16,21.1
30.0,22.0,81.0,10.12,176.08,7.0,6.0,0.0,230.0,8.0,28.75,8.16,21.1
30.0,26.0,81.0,10.12,176.08,7.0,6.0,0.0,230.0,8.0,28.75,8.16,21.1
30.0,32.0,81.0,10.12,176.08,7.0,6.0,0.0,230.0,8.0,28.75,8.16,21.1
30.0,32.0,161.0,80.5,153.33,15.0,9.0,0.0,383.0,17.0,22.52,7.07,19.1
30.0,33.0,155.0,31.0,117.42,22.0,1.0,0.0,383.0,17.0,22.52,7.07,19.1
30.0,33.0,155.0,31.0,117.42,22.0,1.0,0.0,383.0,17.0,22.52,7.07,19.1
30.0,33.0,155.0,31.0,117.42,22.0,1.0,0.0,383.0,17.0,22.52,7.07,19.1
30.0,33.0,155.0,31.0,117.42,22.0,1.0,0.0,383.0,17.0,22.52,7.07,19.1
30.0,33.0,155.0,31.0,117.42,22.0,1.0,0.0,383.0,17.0,22.52,7.07,19.1
30.0,33.0,161.0,80.5,153.33,15.0,9.0,1.0,420.0,14.0,30.0,7.63,23.5
30.0,33.0,161.0,80.5,153.33,15.0,9.0,1.0,420.0,14.0,30.0,7.63,23.5
30.0,37.0,161.0,80.5,153.33,15.0,9.0,1.0,420.0,14.0,30.0,7.63,23.5
30.0,41.0,161.0,80.5,153.33,15.0,9.0,1.0,420.0,14.0,30.0,7.63,23.5
30.0,41.0,161.0,80.5,153.33,15.0,9.0,1.0,420.0,14.0,30.0,7.63,23.5
30.0,44.0,155.0,31.0,117.42,22.0,1.0,1.0,420.0,14.0,30.0,7.63,23.5
30.0,48.0,161.0,80.5,153.33,15.0,9.0,0.0,383.0,17.0,22.52,7.07,19.1
30.0,48.0,161.0,80.5,153.33,15.0,9.0,0.0,383.0,17.0,22.52,7.07,19.1
30.0,52.0,161.0,80.5,153.33,15.0,9.0,0.0,383.0,17.0,22.52,7.07,19.1
30.0,52.0,161.0,80.5,153.33,15.0,9.0,0.0,383.0,17.0,22.52,7.07,19.1
30.0,52.0,161.0,80.5,153.33,15.0,9.0,0.0,383.0,17.0,22.52,7.07,19.1
30.0,53.0,161.0,80.5,153.33,15.0,9.0,0.0,383.0,17.0,22.52,7.07,19.1
30.0,57.0,161.0,80.5,153.33,15.0,9.0,0.0,383.0,17.0,22.52,7.07,19.1
30.0,0.0,128.0,25.6,164.1,13.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,0.0,128.0,25.6,164.1,13.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,0.0,128.0,25.6,164.1,13.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,4.0,128.0,25.6,164.1,13.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,5.0,441.0,49.0,121.82,54.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,5.0,441.0,49.0,121.82,54.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,5.0,128.0,25.6,164.1,13.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,11.0,128.0,25.6,164.1,13.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,11.0,128.0,25.6,164.1,13.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,13.0,128.0,25.6,164.1,13.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,14.0,441.0,49.0,121.82,54.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,14.0,441.0,49.0,121.82,54.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,14.0,128.0,25.6,164.1,13.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,14.0,435.0,31.07,179.01,43.0,25.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,14.0,435.0,31.07,179.01,43.0,25.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,14.0,435.0,31.07,179.01,43.0,25.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,15.0,441.0,49.0,121.82,54.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,15.0,441.0,49.0,121.82,54.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,19.0,435.0,31.07,179.01,43.0,25.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,19.0,435.0,31.07,179.01,43.0,25.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,23.0,435.0,31.07,179.01,43.0,25.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,29.0,435.0,31.07,179.01,43.0,25.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,30.0,435.0,31.07,179.01,43.0,25.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,30.0,435.0,31.07,179.01,43.0,25.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,31.0,441.0,49.0,121.82,54.0,8.0,1.0,442.0,15.0,29.46,8.61,20.5
30.0,35.0,435.0,31.07,179.01,43.0,25.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,41.0,435.0,31.07,179.01,43.0,25.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,47.0,435.0,31.07,179.01,43.0,25.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,51.0,435.0,31.07,179.01,43.0,25.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,52.0,441.0,49.0,121.82,54.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,56.0,441.0,49.0,121.82,54.0,8.0,0.0,145.0,5.0,29.0,8.52,20.4
30.0,57.0,441.0,49.0,121.82,54.0,8.0,0.0,284.0,11.0,25.81,7.67,20.1
30.0,61.0,441.0,49.0,121.82,54.0,8.0,0.0,284.0,11.0,25.81,7.67,20.1
30.0,65.0,441.0,49.0,121.82,54.0,8.0,0.0,284.0,11.0,25.81,7.67,20.1
30.0,66.0,435.0,31.07,179.01,43.0,25.0,0.0,284.0,11.0,25.81,7.67,20.1
30.0,72.0,435.0,31.07,179.01,43.0,25.0,0.0,284.0,11.0,25.81,7.67,20.1
30.0,72.0,435.0,31.07,179.01,43.0,25.0,0.0,284.0,11.0,25.81,7.67,20.1
28.0,0.0,76.0,12.66,97.43,7.0,4.0,1.0,301.0,11.0,27.36,6.54,25.0
28.0,0.0,76.0,12.66,97.43,7.0,4.0,1.0,301.0,11.0,27.36,6.54,25.0
28.0,0.0,76.0,12.66,97.43,7.0,4.0,1.0,301.0,11.0,27.36,6.54,25.0
28.0,1.0,131.0,21.83,112.93,9.0,6.0,1.0,301.0,11.0,27.36,6.54,25.0
28.0,2.0,76.0,12.66,97.43,7.0,4.0,1.0,301.0,11.0,27.36,6.54,25.0
28.0,2.0,76.0,12.66,97.43,7.0,4.0,1.0,301.0,11.0,27.36,6.54,25.0
28.0,2.0,131.0,21.83,112.93,9.0,6.0,0.0,348.0,12.0,29.0,7.76,22.4
28.0,7.0,76.0,12.66,97.43,7.0,4.0,0.0,348.0,12.0,29.0,7.76,22.4
28.0,7.0,76.0,12.66,97.43,7.0,4.0,0.0,348.0,12.0,29.0,7.76,22.4
28.0,8.0,131.0,21.83,112.93,9.0,6.0,0.0,348.0,12.0,29.0,7.76,22.4
28.0,8.0,320.0,35.55,161.61,41.0,8.0,0.0,348.0,12.0,29.0,7.76,22.4
28.0,8.0,320.0,35.55,161.61,41.0,8.0,0.0,348.0,12.0,29.0,7.76,22.4
28.0,8.0,76.0,12.66,97.43,7.0,4.0,1.0,301.0,11.0,27.36,6.54,25.0
28.0,9.0,320.0,35.55,161.61,41.0,8.0,1.0,301.0,11.0,27.36,6.54,25.0
28.0,9.0,320.0,35.55,161.61,41.0,8.0,1.0,301.0,11.0,27.36,6.54,25.0
28.0,13.0,320.0,35.55,161.61,41.0,8.0,1.0,301.0,11.0,27.36,6.54,25.0
28.0,14.0,76.0,12.66,97.43,7.0,4.0,1.0,301.0,11.0,27.36,6.54,25.0
28.0,14.0,76.0,12.66,97.43,7.0,4.0,1.0,301.0,11.0,27.36,6.54,25.0
28.0,15.0,76.0,12.66,97.43,7.0,4.0,0.0,348.0,12.0,29.0,7.76,22.4
28.0,15.0,76.0,12.66,97.43,7.0,4.0,0.0,348.0,12.0,29.0,7.76,22.4
28.0,15.0,76.0,12.66,97.43,7.0,4.0,0.0,348.0,12.0,29.0,7.76,22.4
28.0,16.0,320.0,35.55,161.61,41.0,8.0,0.0,348.0,12.0,29.0,7.76,22.4
28.0,20.0,320.0,35.55,161.61,41.0,8.0,0.0,348.0,12.0,29.0,7.76,22.4
28.0,21.0,76.0,12.66,97.43,7.0,4.0,0.0,348.0,12.0,29.0,7.76,22.4
28.0,25.0,320.0,35.55,161.61,41.0,8.0,1.0,301.0,11.0,27.36,6.54,25.0
28.0,29.0,320.0,35.55,161.61,41.0,8.0,1.0,301.0,11.0,27.36,6.54,25.0
28.0,30.0,320.0,35.55,161.61,41.0,8.0,1.0,301.0,11.0,27.36,6.54,25.0
28.0,30.0,320.0,35.55,161.61,41.0,8.0,1.0,301.0,11.0,27.36,6.54,25.0
28.0,34.0,320.0,35.55,161.61,41.0,8.0,1.0,301.0,11.0,27.36,6.54,25.0
28.0,38.0,320.0,35.55,161.61,41.0,8.0,1.0,301.0,11.0,27.36,6.54,25.0
28.0,40.0,320.0,35.55,161.61,41.0,8.0,1.0,301.0,11.0,27.36,6.54,25.0
28.0,43.0,320.0,35.55,161.61,41.0,8.0,0.0,236.0,11.0,21.45,8.0,16.0
28.0,43.0,320.0,35.55,161.61,41.0,8.0,0.0,236.0,11.0,21.45,8.0,16.0
28.0,45.0,320.0,35.55,161.61,41.0,8.0,0.0,236.0,11.0,21.45,8.0,16.0
28.0,51.0,320.0,35.55,161.61,41.0,8.0,0.0,236.0,11.0,21.45,8.0,16.0
28.0,51.0,320.0,35.55,161.61,41.0,8.0,0.0,236.0,11.0,21.45,8.0,16.0
28.0,55.0,320.0,35.55,161.61,41.0,8.0,0.0,236.0,11.0,21.45,8.0,16.0
28.0,56.0,320.0,35.55,161.61,41.0,8.0,0.0,236.0,11.0,21.45,8.0,16.0
28.0,0.0,34.0,8.5,106.25,6.0,1.0,0.0,112.0,4.0,28.0,7.0,24.0
28.0,0.0,34.0,8.5,106.25,6.0,1.0,0.0,112.0,4.0,28.0,7.0,24.0
28.0,1.0,514.0,42.83,166.34,57.0,31.0,0.0,112.0,4.0,28.0,7.0,24.0
28.0,1.0,514.0,42.83,166.34,57.0,31.0,0.0,112.0,4.0,28.0,7.0,24.0
28.0,1.0,514.0,42.83,166.34,57.0,31.0,0.0,112.0,4.0,28.0,7.0,24.0
28.0,2.0,34.0,8.5,106.25,6.0,1.0,0.0,112.0,4.0,28.0,7.0,24.0
28.0,2.0,514.0,42.83,166.34,57.0,31.0,2.0,350.0,15.0,23.33,6.6,21.2
28.0,3.0,34.0,8.5,106.25,6.0,1.0,2.0,350.0,15.0,23.33,6.6,21.2
28.0,9.0,34.0,8.5,106.25,6.0,1.0,2.0,350.0,15.0,23.33,6.6,21.2
28.0,9.0,34.0,8.5,106.25,6.0,1.0,2.0,350.0,15.0,23.33,6.6,21.2
28.0,9.0,34.0,8.5,106.25,6.0,1.0,2.0,350.0,15.0,23.33,6.6,21.2
28.0,10.0,34.0,8.5,106.25,6.0,1.0,2.0,350.0,15.0,23.33,6.6,21.2
28.0,14.0,34.0,8.5,106.25,6.0,1.0,2.0,350.0,15.0,23.33,6.6,21.2
28.0,14.0,514.0,42.83,166.34,57.0,31.0,0.0,112.0,4.0,28.0,7.0,24.0
28.0,14.0,514.0,42.83,166.34,57.0,31.0,0.0,112.0,4.0,28.0,7.0,24.0
28.0,14.0,514.0,42.83,166.34,57.0,31.0,0.0,112.0,4.0,28.0,7.0,24.0
28.0,14.0,320.0,35.55,114.69,34.0,9.0,0.0,112.0,4.0,28.0,7.0,24.0
28.0,14.0,178.0,29.66,132.83,19.0,5.0,0.0,112.0,4.0,28.0,7.0,24.0
28.0,18.0,178.0,29.66,132.83,19.0,5.0,0.0,112.0,4.0,28.0,7.0,24.0
28.0,18.0,320.0,35.55,114.69,34.0,9.0,2.0,350.0,15.0,23.33,6.6,21.2
28.0,19.0,178.0,29.66,132.83,19.0,5.0,2.0,350.0,15.0,23.33,6.6,21.2
28.0,19.0,178.0,29.66,132.83,19.0,5.0,2.0,350.0,15.0,23.33,6.6,21.2
28.0,20.0,178.0,29.66,132.83,19.0,5.0,2.0,350.0,15.0,23.33,6.6,21.2
28.0,21.0,320.0,35.55,114.69,34.0,9.0,2.0,350.0,15.0,23.33,6.6,21.2
28.0,21.0,320.0,35.55,114.69,34.0,9.0,2.0,350.0,15.0,23.33,6.6,21.2
28.0,21.0,320.0,35.55,114.69,34.0,9.0,2.0,350.0,15.0,23.33,6.6,21.2
28.0,21.0,178.0,29.66,132.83,19.0,5.0,0.0,420.0,11.0,38.18,8.75,26.1
28.0,25.0,178.0,29.66,132.83,19.0,5.0,0.0,420.0,11.0,38.18,8.75,26.1
28.0,25.0,178.0,29.66,132.83,19.0,5.0,0.0,420.0,11.0,38.18,8.75,26.1
28.0,29.0,178.0,29.66,132.83,19.0,5.0,0.0,420.0,11.0,38.18,8.75,26.1
