stadium no,total runs,batsman runs,batsman avg,batsman strike rate,batsman 4s,batsman 6s,bowler maidens,bowler runs conceded,bowler wickets,bowler average,bowler economy,bowler strike rate
28.0,30.0,320.0,35.55,114.69,34.0,9.0,0.0,420.0,11.0,38.18,8.75,26.1
28.0,34.0,320.0,35.55,114.69,34.0,9.0,0.0,420.0,11.0,38.18,8.75,26.1
28.0,34.0,178.0,29.66,132.83,19.0,5.0,0.0,442.0,19.0,23.26,8.63,16.1
28.0,35.0,320.0,35.55,114.69,34.0,9.0,0.0,442.0,19.0,23.26,8.63,16.1
28.0,37.0,320.0,35.55,114.69,34.0,9.0,0.0,442.0,19.0,23.26,8.63,16.1
28.0,37.0,320.0,35.55,114.69,34.0,9.0,0.0,442.0,19.0,23.26,8.63,16.1
28.0,38.0,178.0,29.66,132.83,19.0,5.0,0.0,442.0,19.0,23.26,8.63,16.1
28.0,38.0,178.0,29.66,132.83,19.0,5.0,0.0,442.0,19.0,23.26,8.63,16.1
16.0,0.0,25.0,8.33,80.64,4.0,0.0,0.0,383.0,17.0,22.52,7.07,19.1
16.0,1.0,371.0,28.53,124.49,35.0,11.0,0.0,383.0,17.0,22.52,7.07,19.1
16.0,1.0,25.0,8.33,80.64,4.0,0.0,0.0,383.0,17.0,22.52,7.07,19.1
16.0,1.0,25.0,8.33,80.64,4.0,0.0,0.0,383.0,17.0,22.52,7.07,19.1
16.0,1.0,25.0,8.33,80.64,4.0,0.0,0.0,383.0,17.0,22.52,7.07,19.1
16.0,1.0,25.0,8.33,80.64,4.0,0.0,0.0,383.0,17.0,22.52,7.07,19.1
16.0,1.0,149.0,37.25,183.95,13.0,10.0,0.0,266.0,22.0,12.09,6.46,11.2
16.0,1.0,149.0,37.25,183.95,13.0,10.0,0.0,266.0,22.0,12.09,6.46,11.2
16.0,2.0,25.0,8.33,80.64,4.0,0.0,0.0,266.0,22.0,12.09,6.46,11.2
16.0,2.0,25.0,8.33,80.64,4.0,0.0,0.0,266.0,22.0,12.09,6.46,11.2
16.0,3.0,149.0,37.25,183.95,13.0,10.0,0.0,266.0,22.0,12.09,6.46,11.2
16.0,4.0,149.0,37.25,183.95,13.0,10.0,0.0,266.0,22.0,12.09,6.46,11.2
16.0,10.0,149.0,37.25,183.95,13.0,10.0,0.0,266.0,22.0,12.09,6.46,11.2
16.0,16.0,25.0,8.33,80.64,4.0,0.0,0.0,383.0,17.0,22.52,7.07,19.1
16.0,16.0,25.0,8.33,80.64,4.0,0.0,0.0,383.0,17.0,22.52,7.07,19.1
16.0,16.0,149.0,37.25,183.95,13.0,10.0,0.0,383.0,17.0,22.52,7.07,19.1
16.0,16.0,149.0,37.25,183.95,13.0,10.0,0.0,383.0,17.0,22.52,7.07,19.1
16.0,17.0,199.0,18.09,108.74,23.0,4.0,0.0,383.0,17.0,22.52,7.07,19.1
16.0,17.0,199.0,18.09,108.74,23.0,4.0,0.0,383.0,17.0,22.52,7.07,19.1
16.0,17.0,149.0,37.25,183.95,13.0,10.0,0.0,266.0,22.0,12.09,6.46,11.2
16.0,21.0,149.0,37.25,183.95,13.0,10.0,0.0,266.0,22.0,12.09,6.46,11.2
16.0,21.0,149.0,37.25,183.95,13.0,10.0,0.0,266.0,22.0,12.09,6.46,11.2
16.0,25.0,149.0,37.25,183.95,13.0,10.0,0.0,266.0,22.0,12.09,6.46,11.2
16.0,25.0,149.0,37.25,183.95,13.0,10.0,0.0,266.0,22.0,12.09,6.46,11.2
16.0,25.0,149.0,37.25,183.95,13.0,10.0,0.0,266.0,22.0,12.09,6.46,11.2
16.0,29.0,199.0,18.09,108.74,23.0,4.0,0.0,383.0,17.0,22.52,7.07,19.1
16.0,33.0,199.0,18.09,108.74,23.0,4.0,0.0,383.0,17.0,22.52,7.07,19.1
16.0,37.0,199.0,18.09,108.74,23.0,4.0,0.0,383.0,17.0,22.52,7.07,19.1
16.0,38.0,149.0,37.25,183.95,13.0,10.0,0.0,383.0,17.0,22.52,7.07,19.1
16.0,38.0,149.0,37.25,183.95,13.0,10.0,0.0,383.0,17.0,22.52,7.07,19.1
16.0,42.0,149.0,37.25,183.95,13.0,10.0,0.0,383.0,17.0,22.52,7.07,19.1
16.0,42.0,199.0,18.09,108.74,23.0,4.0,1.0,420.0,14.0,30.0,7.63,23.5
16.0,42.0,199.0,18.09,108.74,23.0,4.0,1.0,420.0,14.0,30.0,7.63,23.5
16.0,42.0,199.0,18.09,108.74,23.0,4.0,1.0,420.0,14.0,30.0,7.63,23.5
16.0,43.0,149.0,37.25,183.95,13.0,10.0,1.0,420.0,14.0,30.0,7.63,23.5
16.0,47.0,149.0,37.25,183.95,13.0,10.0,1.0,420.0,14.0,30.0,7.63,23.5
16.0,53.0,149.0,37.25,183.95,13.0,10.0,1.0,420.0,14.0,30.0,7.63,23.5
16.0,0.0,441.0,49.0,121.82,54.0,8.0,1.0,366.0,11.0,33.27,8.19,24.3
16.0,0.0,441.0,49.0,121.82,54.0,8.0,1.0,366.0,11.0,33.27,8.19,24.3
16.0,1.0,34.0,8.5,87.17,3.0,1.0,1.0,366.0,11.0,33.27,8.19,24.3
16.0,1.0,34.0,8.5,87.17,3.0,1.0,1.0,366.0,11.0,33.27,8.19,24.3
16.0,1.0,435.0,31.07,179.01,43.0,25.0,1.0,366.0,11.0,33.27,8.19,24.3
16.0,5.0,435.0,31.07,179.01,43.0,25.0,1.0,366.0,11.0,33.27,8.19,24.3
16.0,9.0,441.0,49.0,121.82,54.0,8.0,0.0,357.0,13.0,27.46,8.5,19.3
16.0,10.0,435.0,31.07,179.01,43.0,25.0,0.0,357.0,13.0,27.46,8.5,19.3
16.0,14.0,435.0,31.07,179.01,43.0,25.0,0.0,357.0,13.0,27.46,8.5,19.3
16.0,14.0,435.0,31.07,179.01,43.0,25.0,0.0,357.0,13.0,27.46,8.5,19.3
16.0,14.0,435.0,31.07,179.01,43.0,25.0,0.0,357.0,13.0,27.46,8.5,19.3
16.0,18.0,435.0,31.07,179.01,43.0,25.0,0.0,357.0,13.0,27.46,8.5,19.3
16.0,18.0,441.0,49.0,121.82,54.0,8.0,1.0,366.0,11.0,33.27,8.19,24.3
16.0,19.0,435.0,31.07,179.01,43.0,25.0,1.0,366.0,11.0,33.27,8.19,24.3
16.0,19.0,435.0,31.07,179.01,43.0,25.0,1.0,366.0,11.0,33.27,8.19,24.3
16.0,20.0,441.0,49.0,121.82,54.0,8.0,1.0,366.0,11.0,33.27,8.19,24.3
16.0,21.0,435.0,31.07,179.01,43.0,25.0,1.0,366.0,11.0,33.27,8.19,24.3
16.0,21.0,435.0,31.07,179.01,43.0,25.0,1.0,366.0,11.0,33.27,8.19,24.3
16.0,25.0,441.0,49.0,121.82,54.0,8.0,0.0,357.0,13.0,27.46,8.5,19.3
16.0,26.0,435.0,31.07,179.01,43.0,25.0,0.0,357.0,13.0,27.46,8.5,19.3
16.0,26.0,441.0,49.0,121.82,54.0,8.0,0.0,357.0,13.0,27.46,8.5,19.3
16.0,26.0,441.0,49.0,121.82,54.0,8.0,0.0,357.0,13.0,27.46,8.5,19.3
16.0,30.0,441.0,49.0,121.82,54.0,8.0,0.0,357.0,13.0,27.46,8.5,19.3
16.0,31.0,472.0,47.2,151.76,46.0,19.0,0.0,357.0,13.0,27.46,8.5,19.3
16.0,31.0,441.0,49.0,121.82,54.0,8.0,0.0,182.0,5.0,36.4,7.91,27.6
16.0,32.0,472.0,47.2,151.76,46.0,19.0,0.0,182.0,5.0,36.4,7.91,27.6
16.0,33.0,472.0,47.2,151.76,46.0,19.0,0.0,182.0,5.0,36.4,7.91,27.6
16.0,34.0,441.0,49.0,121.82,54.0,8.0,0.0,182.0,5.0,36.4,7.91,27.6
16.0,34.0,441.0,49.0,121.82,54.0,8.0,0.0,182.0,5.0,36.4,7.91,27.6
16.0,38.0,441.0,49.0,121.82,54.0,8.0,0.0,182.0,5.0,36.4,7.91,27.6
16.0,39.0,472.0,47.2,151.76,46.0,19.0,0.0,182.0,5.0,36.4,7.91,27.6
16.0,39.0,441.0,49.0,121.82,54.0,8.0,0.0,357.0,13.0,27.46,8.5,19.3
16.0,39.0,441.0,49.0,121.82,54.0,8.0,0.0,357.0,13.0,27.46,8.5,19.3
16.0,39.0,441.0,49.0,121.82,54.0,8.0,0.0,357.0,13.0,27.46,8.5,19.3
16.0,40.0,472.0,47.2,151.76,46.0,19.0,0.0,357.0,13.0,27.46,8.5,19.3
16.0,40.0,472.0,47.2,151.76,46.0,19.0,0.0,357.0,13.0,27.46,8.5,19.3
16.0,41.0,441.0,49.0,121.82,54.0,8.0,0.0,357.0,13.0,27.46,8.5,19.3
19.0,0.0,349.0,29.08,113.68,33.0,15.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,2.0,349.0,29.08,113.68,33.0,15.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,3.0,188.0,62.66,204.34,13.0,15.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,3.0,188.0,62.66,204.34,13.0,15.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,4.0,349.0,29.08,113.68,33.0,15.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,4.0,349.0,29.08,113.68,33.0,15.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,8.0,188.0,62.66,204.34,13.0,15.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,8.0,188.0,62.66,204.34,13.0,15.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,8.0,188.0,62.66,204.34,13.0,15.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,9.0,188.0,62.66,204.34,13.0,15.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,13.0,188.0,62.66,204.34,13.0,15.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,19.0,188.0,62.66,204.34,13.0,15.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,23.0,188.0,62.66,204.34,13.0,15.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,24.0,188.0,62.66,204.34,13.0,15.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,26.0,188.0,62.66,204.34,13.0,15.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,32.0,188.0,62.66,204.34,13.0,15.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,32.0,39.0,9.75,73.58,2.0,1.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,32.0,159.0,31.8,133.61,12.0,7.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,32.0,159.0,31.8,133.61,12.0,7.0,0.0,149.0,3.0,49.66,9.31,32.0
19.0,32.0,349.0,29.08,113.68,33.0,15.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,33.0,159.0,31.8,133.61,12.0,7.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,33.0,159.0,31.8,133.61,12.0,7.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,37.0,159.0,31.8,133.61,12.0,7.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,37.0,159.0,31.8,133.61,12.0,7.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,37.0,159.0,31.8,133.61,12.0,7.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,38.0,159.0,31.8,133.61,12.0,7.0,0.0,236.0,7.0,33.71,10.72,18.8
19.0,38.0,159.0,31.8,133.61,12.0,7.0,0.0,236.0,7.0,33.71,10.72,18.8
19.0,38.0,159.0,31.8,133.61,12.0,7.0,0.0,236.0,7.0,33.71,10.72,18.8
19.0,38.0,159.0,31.8,133.61,12.0,7.0,0.0,236.0,7.0,33.71,10.72,18.8
19.0,42.0,159.0,31.8,133.61,12.0,7.0,0.0,236.0,7.0,33.71,10.72,18.8
19.0,46.0,159.0,31.8,133.61,12.0,7.0,0.0,236.0,7.0,33.71,10.72,18.8
19.0,50.0,349.0,29.08,113.68,33.0,15.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,50.0,349.0,29.08,113.68,33.0,15.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,51.0,159.0,31.8,133.61,12.0,7.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,55.0,159.0,31.8,133.61,12.0,7.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,61.0,159.0,31.8,133.61,12.0,7.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,61.0,319.0,29.0,123.16,19.0,17.0,3.0,443.0,17.0,26.05,7.38,21.1
19.0,0.0,302.0,27.45,101.68,42.0,3.0,0.0,260.0,9.0,28.88,6.66,26.0
19.0,0.0,302.0,27.45,101.68,42.0,3.0,0.0,260.0,9.0,28.88,6.66,26.0
19.0,0.0,302.0,27.45,101.68,42.0,3.0,0.0,260.0,9.0,28.88,6.66,26.0
19.0,1.0,302.0,27.45,101.68,42.0,3.0,0.0,260.0,9.0,28.88,6.66,26.0
19.0,1.0,302.0,27.45,101.68,42.0,3.0,0.0,260.0,9.0,28.88,6.66,26.0
19.0,1.0,302.0,27.45,101.68,42.0,3.0,0.0,260.0,9.0,28.88,6.66,26.0
19.0,5.0,302.0,27.45,101.68,42.0,3.0,0.0,260.0,9.0,28.88,6.66,26.0
19.0,5.0,189.0,63.0,144.27,24.0,6.0,1.0,329.0,7.0,47.0,7.8,36.1
19.0,5.0,189.0,63.0,144.27,24.0,6.0,1.0,329.0,7.0,47.0,7.8,36.1
19.0,6.0,302.0,27.45,101.68,42.0,3.0,1.0,329.0,7.0,47.0,7.8,36.1
19.0,6.0,302.0,27.45,101.68,42.0,3.0,1.0,329.0,7.0,47.0,7.8,36.1
19.0,6.0,302.0,27.45,101.68,42.0,3.0,1.0,329.0,7.0,47.0,7.8,36.1
19.0,8.0,302.0,27.45,101.68,42.0,3.0,1.0,329.0,7.0,47.0,7.8,36.1
19.0,8.0,189.0,63.0,144.27,24.0,6.0,0.0,260.0,9.0,28.88,6.66,26.0
19.0,8.0,189.0,63.0,144.27,24.0,6.0,0.0,260.0,9.0,28.88,6.66,26.0
19.0,12.0,189.0,63.0,144.27,24.0,6.0,0.0,260.0,9.0,28.88,6.66,26.0
19.0,12.0,189.0,63.0,144.27,24.0,6.0,0.0,260.0,9.0,28.88,6.66,26.0
19.0,13.0,302.0,27.45,101.68,42.0,3.0,0.0,260.0,9.0,28.88,6.66,26.0
19.0,13.0,302.0,27.45,101.68,42.0,3.0,0.0,260.0,9.0,28.88,6.66,26.0
19.0,18.0,302.0,27.45,101.68,42.0,3.0,0.0,260.0,9.0,28.88,6.66,26.0
19.0,18.0,189.0,63.0,144.27,24.0,6.0,1.0,329.0,7.0,47.0,7.8,36.1
19.0,20.0,302.0,27.45,101.68,42.0,3.0,1.0,329.0,7.0,47.0,7.8,36.1
19.0,24.0,302.0,27.45,101.68,42.0,3.0,1.0,329.0,7.0,47.0,7.8,36.1
19.0,24.0,302.0,27.45,101.68,42.0,3.0,1.0,329.0,7.0,47.0,7.8,36.1
19.0,25.0,189.0,63.0,144.27,24.0,6.0,1.0,329.0,7.0,47.0,7.8,36.1
19.0,25.0,189.0,63.0,144.27,24.0,6.0,1.0,329.0,7.0,47.0,7.8,36.1
19.0,25.0,189.0,63.0,144.27,24.0,6.0,1.0,329.0,7.0,47.0,7.8,36.1
19.0,25.0,302.0,27.45,101.68,42.0,3.0,0.0,260.0,9.0,28.88,6.66,26.0
19.0,29.0,302.0,27.45,101.68,42.0,3.0,0.0,260.0,9.0,28.88,6.66,26.0
19.0,30.0,189.0,63.0,144.27,24.0,6.0,0.0,260.0,9.0,28.88,6.66,26.0
19.0,30.0,189.0,63.0,144.27,24.0,6.0,0.0,260.0,9.0,28.88,6.66,26.0
19.0,34.0,189.0,63.0,144.27,24.0,6.0,0.0,260.0,9.0,28.88,6.66,26.0
19.0,35.0,302.0,27.45,101.68,42.0,3.0,0.0,260.0,9.0,28.88,6.66,26.0
19.0,35.0,189.0,63.0,144.27,24.0,6.0,0.0,207.0,8.0,25.87,7.96,19.5
19.0,39.0,189.0,63.0,144.27,24.0,6.0,0.0,207.0,8.0,25.87,7.96,19.5
19.0,43.0,189.0,63.0,144.27,24.0,6.0,0.0,207.0,8.0,25.87,7.96,19.5
19.0,44.0,302.0,27.45,101.68,42.0,3.0,0.0,207.0,8.0,25.87,7.96,19.5
19.0,45.0,189.0,63.0,144.27,24.0,6.0,0.0,207.0,8.0,25.87,7.96,19.5
19.0,45.0,189.0,63.0,144.27,24.0,6.0,0.0,207.0,8.0,25.87,7.96,19.5
6.0,0.0,34.0,8.5,106.25,6.0,1.0,1.0,442.0,15.0,29.46,8.61,20.5
6.0,0.0,34.0,8.5,106.25,6.0,1.0,1.0,442.0,15.0,29.46,8.61,20.5
6.0,4.0,34.0,8.5,106.25,6.0,1.0,1.0,442.0,15.0,29.46,8.61,20.5
6.0,4.0,34.0,8.5,106.25,6.0,1.0,1.0,442.0,15.0,29.46,8.61,20.5
6.0,5.0,514.0,42.83,166.34,57.0,31.0,1.0,442.0,15.0,29.46,8.61,20.5
6.0,6.0,514.0,42.83,166.34,57.0,31.0,1.0,442.0,15.0,29.46,8.61,20.5
6.0,6.0,514.0,42.83,166.34,57.0,31.0,1.0,442.0,15.0,29.46,8.61,20.5
6.0,6.0,34.0,8.5,106.25,6.0,1.0,0.0,99.0,2.0,49.5,9.0,33.0
6.0,6.0,34.0,8.5,106.25,6.0,1.0,0.0,99.0,2.0,49.5,9.0,33.0
6.0,6.0,34.0,8.5,106.25,6.0,1.0,0.0,99.0,2.0,49.5,9.0,33.0
6.0,10.0,34.0,8.5,106.25,6.0,1.0,0.0,99.0,2.0,49.5,9.0,33.0
6.0,10.0,34.0,8.5,106.25,6.0,1.0,0.0,99.0,2.0,49.5,9.0,33.0
6.0,10.0,34.0,8.5,106.25,6.0,1.0,0.0,99.0,2.0,49.5,9.0,33.0
6.0,14.0,514.0,42.83,166.34,57.0,31.0,1.0,442.0,15.0,29.46,8.61,20.5
6.0,15.0,34.0,8.5,106.25,6.0,1.0,1.0,442.0,15.0,29.46,8.61,20.5
6.0,15.0,4.0,2.0,23.52,1.0,0.0,1.0,442.0,15.0,29.46,8.61,20.5
6.0,15.0,4.0,2.0,23.52,1.0,0.0,1.0,442.0,15.0,29.46,8.61,20.5
6.0,15.0,4.0,2.0,23.52,1.0,0.0,1.0,442.0,15.0,29.46,8.61,20.5
6.0,15.0,4.0,2.0,23.52,1.0,0.0,1.0,442.0,15.0,29.46,8.61,20.5
6.0,15.0,514.0,42.83,166.34,57.0,31.0,0.0,219.0,4.0,54.75,8.76,37.5
6.0,15.0,514.0,42.83,166.34,57.0,31.0,0.0,219.0,4.0,54.75,8.76,37.5
6.0,18.0,4.0,2.0,23.52,1.0,0.0,0.0,219.0,4.0,54.75,8.76,37.5
6.0,18.0,4.0,2.0,23.52,1.0,0.0,0.0,219.0,4.0,54.75,8.76,37.5
6.0,18.0,4.0,2.0,23.52,1.0,0.0,0.0,219.0,4.0,54.75,8.76,37.5
6.0,18.0,514.0,42.83,166.34,57.0,31.0,0.0,219.0,4.0,54.75,8.76,37.5
6.0,18.0,320.0,35.55,114.69,34.0,9.0,0.0,99.0,2.0,49.5,9.0,33.0
6.0,19.0,514.0,42.83,166.34,57.0,31.0,0.0,99.0,2.0,49.5,9.0,33.0
6.0,19.0,514.0,42.83,166.34,57.0,31.0,0.0,99.0,2.0,49.5,9.0,33.0
6.0,19.0,514.0,42.83,166.34,57.0,31.0,0.0,99.0,2.0,49.5,9.0,33.0
6.0,20.0,514.0,42.83,166.34,57.0,31.0,0.0,99.0,2.0,49.5,9.0,33.0
6.0,21.0,320.0,35.55,114.69,34.0,9.0,0.0,99.0,2.0,49.5,9.0,33.0
6.0,22.0,514.0,42.83,166.34,57.0,31.0,0.0,99.0,2.0,49.5,9.0,33.0
6.0,22.0,320.0,35.55,114.69,34.0,9.0,0.0,225.0,9.0,25.0,7.5,20.0
6.0,23.0,320.0,35.55,114.69,34.0,9.0,0.0,225.0,9.0,25.0,7.5,20.0
6.0,27.0,320.0,35.55,114.69,34.0,9.0,0.0,225.0,9.0,25.0,7.5,20.0
6.0,27.0,147.0,18.37,132.43,12.0,8.0,0.0,225.0,9.0,25.0,7.5,20.0
6.0,27.0,147.0,18.37,132.43,12.0,8.0,0.0,225.0,9.0,25.0,7.5,20.0
6.0,27.0,147.0,18.37,132.43,12.0,8.0,0.0,225.0,9.0,25.0,7.5,20.0
6.0,27.0,147.0,18.37,132.43,12.0,8.0,0.0,225.0,9.0,25.0,7.5,20.0
6.0,0.0,436.0,33.53,137.1,51.0,19.0,0.0,348.0,12.0,29.0,7.76,22.4
6.0,0.0,436.0,33.53,137.1,51.0,19.0,0.0,348.0,12.0,29.0,7.76,22.4
6.0,4.0,436.0,33.53,137.1,51.0,19.0,0.0,348.0,12.0,29.0,7.76,22.4
6.0,8.0,436.0,33.53,137.1,51.0,19.0,0.0,348.0,12.0,29.0,7.76,22.4
6.0,8.0,436.0,33.53,137.1,51.0,19.0,0.0,348.0,12.0,29.0,7.76,22.4
6.0,9.0,155.0,31.0,117.42,22.0,1.0,0.0,348.0,12.0,29.0,7.76,22.4
6.0,10.0,155.0,31.0,117.42,22.0,1.0,1.0,301.0,11.0,27.36,6.54,25.0
6.0,11.0,436.0,33.53,137.1,51.0,19.0,1.0,301.0,11.0,27.36,6.54,25.0
6.0,15.0,436.0,33.53,137.1,51.0,19.0,1.0,301.0,11.0,27.36,6.54,25.0
6.0,15.0,436.0,33.53,137.1,51.0,19.0,1.0,301.0,11.0,27.36,6.54,25.0
6.0,16.0,155.0,31.0,117.42,22.0,1.0,1.0,301.0,11.0,27.36,6.54,25.0
6.0,16.0,155.0,31.0,117.42,22.0,1.0,1.0,301.0,11.0,27.36,6.54,25.0
6.0,20.0,436.0,33.53,137.1,51.0,19.0,0.0,348.0,12.0,29.0,7.76,22.4
6.0,20.0,436.0,33.53,137.1,51.0,19.0,0.0,348.0,12.0,29.0,7.76,22.4
6.0,24.0,436.0,33.53,137.1,51.0,19.0,0.0,348.0,12.0,29.0,7.76,22.4
6.0,25.0,155.0,31.0,117.42,22.0,1.0,0.0,348.0,12.0,29.0,7.76,22.4
6.0,25.0,155.0,31.0,117.42,22.0,1.0,0.0,348.0,12.0,29.0,7.76,22.4
6.0,29.0,155.0,31.0,117.42,22.0,1.0,0.0,348.0,12.0,29.0,7.76,22.4
6.0,29.0,436.0,33.53,137.1,51.0,19.0,0.0,236.0,11.0,21.45,8.0,16.0
6.0,29.0,436.0,33.53,137.1,51.0,19.0,0.0,236.0,11.0,21.45,8.0,16.0
6.0,29.0,436.0,33.53,137.1,51.0,19.0,0.0,236.0,11.0,21.45,8.0,16.0
6.0,33.0,436.0,33.53,137.1,51.0,19.0,0.0,236.0,11.0,21.45,8.0,16.0
6.0,37.0,436.0,33.53,137.1,51.0,19.0,0.0,236.0,11.0,21.45,8.0,16.0
6.0,37.0,436.0,33.53,137.1,51.0,19.0,0.0,236.0,11.0,21.45,8.0,16.0
6.0,37.0,155.0,31.0,117.42,22.0,1.0,1.0,159.0,4.0,39.75,7.57,31.5
6.0,37.0,155.0,31.0,117.42,22.0,1.0,1.0,159.0,4.0,39.75,7.57,31.5
6.0,38.0,436.0,33.53,137.1,51.0,19.0,1.0,159.0,4.0,39.75,7.57,31.5
6.0,38.0,436.0,33.53,137.1,51.0,19.0,1.0,159.0,4.0,39.75,7.57,31.5
6.0,40.0,436.0,33.53,137.1,51.0,19.0,1.0,159.0,4.0,39.75,7.57,31.5
6.0,46.0,436.0,33.53,137.1,51.0,19.0,1.0,159.0,4.0,39.75,7.57,31.5
6.0,47.0,436.0,33.53,137.1,51.0,19.0,0.0,60.0,2.0,30.0,10.0,18.0
6.0,51.0,436.0,33.53,137.1,51.0,19.0,0.0,60.0,2.0,30.0,10.0,18.0
6.0,51.0,436.0,33.53,137.1,51.0,19.0,0.0,60.0,2.0,30.0,10.0,18.0
6.0,51.0,436.0,33.53,137.1,51.0,19.0,0.0,60.0,2.0,30.0,10.0,18.0
6.0,57.0,436.0,33.53,137.1,51.0,19.0,0.0,60.0,2.0,30.0,10.0,18.0
6.0,58.0,436.0,33.53,137.1,51.0,19.0,0.0,60.0,2.0,30.0,10.0,18.0
6.0,59.0,155.0,31.0,117.42,22.0,1.0,0.0,60.0,2.0,30.0,10.0,18.0
28.0,0.0,534.0,41.07,140.89,68.0,8.0,0.0,112.0,4.0,28.0,7.0,24.0
28.0,0.0,534.0,41.07,140.89,68.0,8.0,0.0,112.0,4.0,28.0,7.0,24.0
28.0,1.0,406.0,33.83,184.54,46.0,21.0,0.0,112.0,4.0,28.0,7.0,24.0
28.0,2.0,534.0,41.07,140.89,68.0,8.0,0.0,112.0,4.0,28.0,7.0,24.0
28.0,3.0,406.0,33.83,184.54,46.0,21.0,0.0,112.0,4.0,28.0,7.0,24.0
28.0,7.0,406.0,33.83,184.54,46.0,21.0,0.0,112.0,4.0,28.0,7.0,24.0
28.0,8.0,406.0,33.83,184.54,46.0,21.0,2.0,350.0,15.0,23.33,6.6,21.2
28.0,9.0,406.0,33.83,184.54,46.0,21.0,2.0,350.0,15.0,23.33,6.6,21.2
28.0,10.0,534.0,41.07,140.89,68.0,8.0,2.0,350.0,15.0,23.33,6.6,21.2
28.0,11.0,406.0,33.83,184.54,46.0,21.0,2.0,350.0,15.0,23.33,6.6,21.2
28.0,11.0,406.0,33.83,184.54,46.0,21.0,2.0,350.0,15.0,23.33,6.6,21.2
28.0,11.0,340.0,37.77,115.25,35.0,8.0,2.0,350.0,15.0,23.33,6.6,21.2
28.0,11.0,340.0,37.77,115.25,35.0,8.0,2.0,350.0,15.0,23.33,6.6,21.2
28.0,11.0,534.0,41.07,140.89,68.0,8.0,0.0,112.0,4.0,28.0,7.0,24.0
28.0,11.0,534.0,41.07,140.89,68.0,8.0,0.0,112.0,4.0,28.0,7.0,24.0
28.0,12.0,340.0,37.77,115.25,35.0,8.0,0.0,112.0,4.0,28.0,7.0,24.0
28.0,12.0,52.0,13.0,110.63,5.0,0.0,0.0,112.0,4.0,28.0,7.0,24.0
28.0,16.0,52.0,13.0,110.63,5.0,0.0,0.0,112.0,4.0,28.0,7.0,24.0
28.0,16.0,52.0,13.0,110.63,5.0,0.0,0.0,112.0,4.0,28.0,7.0,24.0
